sample_id,source_type,zotero_item_key,attachment_key,journal,journal_tier,article_title,year,doi,figure_id,pdf_page,caption,relevance_score,target_primary_purpose,asset_visibility,asset_path,pixel_width,pixel_height,sha256,license_status,redistribution_allowed,counted_toward_private_100,visual_inspection_status,notes,topics,crop_bbox_pt,dpi,third_party_risk,source_pdf_sha256
ZOT-XKIAABQD-JDV5UULN-FIG1-P3,zotero_pdf,XKIAABQD,JDV5UULN,Bioresource Technology,secondary,Metabolic alteration of Methylococcus capsulatus str. Bath during a microbial gas-phase reaction,2021,10.1016/j.biortech.2021.125002,Figure 1,3,Fig. 1. Illustrations of systems for the gas-phase reaction and the aqueous phase reaction. (a) Conceptual design of a reactor capable of supplying gaseous substrates (CH4 and O2) and liquid nutrients continuously. (b) Configuration of the system for the gas-phase reaction. (c) Batch-type vial system for the aqueous phase reaction.,40,experimental_design,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Bioresource-Technology\XKIAABQD\ZOT-XKIAABQD-JDV5UULN-FIG1-P3.png,869,1286,cc2441e7fd2abe410530eb02b98b9795322b4420554806e144aace19fea600db,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;environmental_microbiology_engineering,"38.18,51.44,288.10,421.60",250,not_detected_in_caption_not_cleared,03feded2f9579c8c74c20e6fadbc34f787c3c7bd6ccfbf2c5f29e2229019bbf0
ZOT-5ZKWZC43-WU27BGWS-FIG2-P3,zotero_pdf,5ZKWZC43,WU27BGWS,Chemical Reviews,other,Direct Methane Oxidation by Copper- and Iron-Dependent Methane Monooxygenases,2024,10.1021/acs.chemrev.3c00727,Figure 2,3,"Figure 2. Methanotroph metabolic pathways. The pMMO trimer is colored by protomer, showing its C3 symmetrical organization. sMMO is colored by subunits that comprise the complex, along with the MMO regulatory protein B (MMOB) bound (indigo) on the front and back (dashed line) sides of sMMO. MDH, methanol dehydrogenase; ICMs, intracytoplasmic membranes; PFLAs, phospholipid fatty acids; RuMP, ribulose monophosphate; CBB, Calvin-Benson-Bassham; H4MPT, tetrahydromethanopterin pathway; H4F, tetrahydrofolate pathway; FDH, formate dehydrogenase; SHMT, serine hydroxymethyltransferase; Hps, hexulose 6-phosphate synthase; RuBisCo, ribulose 1,5-bisphosphate carboxylase.",39,conceptual_overview,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Chemical-Reviews\5ZKWZC43\ZOT-5ZKWZC43-WU27BGWS-FIG2-P3.png,1529,1113,f0bad9b0a97dbd82e4a189d6b1564b039919a0d61334122404e1c82aebaddfa3,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;soluble_donors_mediators;oxygen_redox_interfaces,"83.48,362.24,523.48,682.44",250,not_detected_in_caption_not_cleared,23da09e2d59f9eac532d475300850d5f243a6a6792699fd4d614943e46528e4a
ZOT-5ZKWZC43-WU27BGWS-FIG24-P21,zotero_pdf,5ZKWZC43,WU27BGWS,Chemical Reviews,other,Direct Methane Oxidation by Copper- and Iron-Dependent Methane Monooxygenases,2024,10.1021/acs.chemrev.3c00727,Figure 24,21,Figure 24. Model for regulation of electron transfer and substrate binding in sMMO adapted with permission from ref 343.,39,electron_transfer,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Chemical-Reviews\5ZKWZC43\ZOT-5ZKWZC43-WU27BGWS-FIG24-P21.png,1362,1189,16b4140428dce4d48b27072f6e6fa53d9f051413dd96ece9bba134ba4968d67e,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Third-party reproduction/adaptation credit detected; public reuse prohibited pending review. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;electron_transfer;oxygen_redox_interfaces,"107.46,56.43,499.44,398.47",250,flagged,23da09e2d59f9eac532d475300850d5f243a6a6792699fd4d614943e46528e4a
ZOT-XJL6K8XC-VYLLYB6F-FIG6-P13,zotero_pdf,XJL6K8XC,VYLLYB6F,Microbiome,secondary,Metal(loid) speciation and transformation by aerobic methanotrophs,2021,10.1186/s40168-021-01112-y,Figure 6,13,"Fig. 6 Schematic representation of potential biotic and abiotic interactions that constrains methanotroph-dependent metal(loid) transformation in the environment. N – nitrogen, P – phosphorus, K – potassium, C – carbon, Cu – copper, Fe – iron, Ni – nickel, Cr – chromium, Se – selenium, Hg – mercury, Zn – zinc, Co – Cobalt, Na – sodium, Cl – chlorine and F – flourine",39,microbial_interaction,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Microbiome\XJL6K8XC\ZOT-XJL6K8XC-VYLLYB6F-FIG6-P13.png,1702,801,466fadc82f7ad25f81f3f6ead738cad3b3872f99ee0484b5b57527881f5f77d8,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;material_microbe_interfaces;environmental_microbiology_engineering,"52.69,466.38,542.58,696.91",250,not_detected_in_caption_not_cleared,2af14c55d55d1841db853e9eac681715bfbffb87c734d77d4e7099f6b8ef45be
ZOT-76D7M9IR-7HDP65DC-FIG1-P3,zotero_pdf,76D7M9IR,7HDP65DC,Nature Communications,core,Highly efficient methane biocatalysis revealed in a methanotrophic bacterium,2013,10.1038/ncomms3785,Figure 1,3,"Figure 1 | Methane oxidation and formaldehyde assimilation. (a) Predicted positions of incorporated 13C (indicted in red) for the EDD (dark red arrows) and the EMP (blue arrows) variants. Dashed lines indicate multistep reactions. The pentose-phosphate pathway variant for regeneration of ribulose 5-phosphate is indicated by orange dashed arrows. Enzyme activities (in nmol min  1 per mg protein) in cell free extracts of M. alcaliphilum 20Z were as follows: methane monoxygenase (Mmo), 70±5; PQQ-dependent methanol dehydrogenase (Mdh), 230±12; NAD-dependent formate dehydrogenase (Fdh), 130±7; hexulose phosphate synthase/hexulose phosphate isomerase (Hps/Hpi), 600±30; glucose phosphate isomerase (Gpi), 32±5; NADP- dependent glucose 6-phosphate dehydrogenase, 34±2 (Gpd); NAD-dependent glucose 6-phosphate dehydrogenase, 23±2 (Gdp); NADP-dependent 6-phosphogluconate dehydrogenase (Edd), 32±2; KDPG aldolase (Eda), 60±4; fructose-bisphosphate aldolase (Fba), 35± 2; PPi-phosphofructokinase (Pfk), 70± 4. (b) Summary equations for production of 3-phosphoglycerate from formaldehyde via the RuMP pathway for the EDD variant (1) or the EMP variant with either the ATP-dependent EMP pathway (2) or the PPi-dependent EMP pathway (3). Abbreviations: Ru5P, ribulose 5-phosphate; He6P, 3-hexulose 6-phosphate; F6P, fructose 6-phosphate; KDPG, 2-keto-3-deoxy 6-phosphogluconate; F1,6P, fructose 1,6-bisphosphate; DAP, dihydroxyacetone phosphate; GAP, glyceraldehyde 3-phosphate; PGA, 3-phosphoglycerate; Pi, inorganic phosphate.",38,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Nature-Communications\76D7M9IR\ZOT-76D7M9IR-7HDP65DC-FIG1-P3.png,1291,946,f1e42e1a444e50c94977c46e5d1347bbfa3b157ebe76cefb0f08bcc131ba7220,not_verified_private_reference_only,false,true,complete,"Private reference only; caption-based selection; verify against source PDF. Source PDF and rendered crop visually compared 2026-09-11: full figure, matching caption, readable resolution, useful schematic or integrated layout. Private use only; rights not cleared.",methane_methanotrophy;soluble_donors_mediators;oxygen_redox_interfaces,"117.52,47.64,489.18,319.84",250,not_detected_in_caption_not_cleared,ebb45455ae0061c266f962eba4317d883352542f9a6fbae14745e6d947527b89
ZOT-VSXJGLG4-7MKUAAL7-FIG1-P2,zotero_pdf,VSXJGLG4,7MKUAAL7,Biotechnology Advances,other,Recent trends in methane to bioproduct conversion by methanotrophs,2021,10.1016/j.biotechadv.2021.107861,Figure 1,2,"Fig. 1. Methane assimilation pathways in methanotrophs. Abbreviations: DHAP–dihydroxyacetone phosphate, EMC–ethylmalonyl-coenzyme A, G3P–glyceraldehyde 3-phosphate, methylene-THF-methylene tetrahydrofolate, OAA–oxaloacetate, PEP–phosphoenolpyruvate, RuMP – ribulose monophosphate.",38,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Biotechnology-Advances\VSXJGLG4\ZOT-VSXJGLG4-7MKUAAL7-FIG1-P2.png,1830,1020,df91829dc70f17ad95c9744059be10f61cfe8cfe4e644d4b0d489128d58457ef,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;soluble_donors_mediators,"35.63,427.39,562.32,720.66",250,not_detected_in_caption_not_cleared,ef43dba2c611f97f0fbdf37d2637f6af9351536a4b9bd1ba40fec22a72033a88
ZOT-XJ53ES6L-NZ69HNNJ-FIG2-P4,zotero_pdf,XJ53ES6L,NZ69HNNJ,Chemical Engineering Journal,secondary,Bioupcycling methane into triacylglycerol for the production of sustainable aviation fuel by methanotrophic bacteria,2024,10.1016/j.cej.2024.157639,Figure 2,4,"Fig. 2. Overview of the TAG biosynthesis pathway and genetic modifications introduced in M. buryatense 5GB1S. (F6P: fructose-6-phosphate, Acetyl-CoA: acetyl- coenzyme A, Acyl-CoA: acyl-coenzyme A, G3P: glyceraldehyde-3-phosphate, PA: phosphatidic acid, DAG: diacylglycerol, TAG: triacylglycerol, RoPAP: phospha­ tidic acid phosphatase, tDGAT: diacylglycerol acyltransferase, fadE: acyl-CoA dehydrogenase, dgkA: diacylglycerol kinase, gfp: green fluorescent protein, Ptac: tac promoter, PmxaF: mxaF promoter, T: terminator).",38,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Chemical-Engineering-Journal\XJ53ES6L\ZOT-XJ53ES6L-NZ69HNNJ-FIG2-P4.png,1411,879,d03f8b07049248e3fa1ebcc641cc3e1c61e741fa5e55d0ad008f612487d16c73,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;soluble_donors_mediators,"94.48,51.42,500.83,304.36",250,not_detected_in_caption_not_cleared,cc366d9c03a33b06b1cbca48ec2d820ef74ad53ab124ee2afc8fc8fa3fb587f0
ZOT-D4S6BYKJ-HWQX8ZWK-FIG4-P6,zotero_pdf,D4S6BYKJ,HWQX8ZWK,Chemical Engineering Journal,secondary,Reduction of chromate and nitrate by type II aerobic methanotrophs under micro-aerobic conditions,2025,10.1016/j.cej.2025.159286,Figure 4,6,"Fig. 4. Metabolic pathways and functional gene abundance. (a) Nitrogen metabolism; (b) Methane metabolism and (c) Cr(VI) reduction. (lg(X + 1) transformation of functional gene abundance, and the heatmap of functional gene abundance for samples S0 , A0 , A, B from left to right.).",37,integrated_mechanism,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Chemical-Engineering-Journal\D4S6BYKJ\ZOT-D4S6BYKJ-HWQX8ZWK-FIG4-P6.png,1213,1686,6c256c0933876e7d0e958dc4576b60925395137b475f7c805089b132d45257f9,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy,"123.16,51.44,472.15,536.80",250,not_detected_in_caption_not_cleared,d014fe85bee96d928224faf36869f735aa6f23790074da0a49b61a0e6469dcb2
ZOT-KMND3UPA-CEJAHA7A-FIG3-P6,zotero_pdf,KMND3UPA,CEJAHA7A,Environmental Science & Technology,core,Electroactive Materials for Anaerobic Bioenergy and Bioproduct Recovery from Wastewater: Decoding Tripartite Interfaces in Microbial Electron Transfer,2026,10.1021/acs.est.6c06562,Figure 3,6,Figure 3. Material−microbe interfacial mechanisms of iron-based material-mediated MET. (a) Electrical bioconduction. (b) Semiconductive capacitance. (c) Solid-phase redox cycling. (d) Corrosion-driven evolution.,37,material_microbe_interface,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Environmental-Science-Technology\KMND3UPA\ZOT-KMND3UPA-CEJAHA7A-FIG3-P6.png,1769,1008,57523d1fb6e0582754b69ce723f313c1b65aff2073f93da2ff1215a4a8b56284,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,electron_transfer;oxygen_redox_interfaces;material_microbe_interfaces;environmental_microbiology_engineering,"48.89,56.43,558.00,346.42",250,not_detected_in_caption_not_cleared,996dddbc8321c67e7108a7909b07edc3136d97e322f629877d32210710765e4e
ZOT-NII5DGFH-JSKN6AAN-FIG5-P7,zotero_pdf,NII5DGFH,JSKN6AAN,Water Research,core,Bacteria-piezocatalyst for NO3- reduction to NH4+ driven by hydraulic kinetic energy,2025,10.1016/j.watres.2025.124292,Figure 5,7,Fig. 5. Main pathways of the piezo-electrons transfer in S. oneidensis MR-1 during the piezo-reduction of nitrate to ammonium. (a) Changes in genes involved of the reversing Mtr route in the S. oneidensis MR-1/ZnO biohybrid system. (b) Changes in nitrogen compounds of the △cymA mutant/ZnO biohybrid system. (c) Changes in nitrogen compounds of the S. oneidensis MR-1/ZnO biohybrid system using dicumarol inhibitor. (d) Reversing Mtr route of the piezo-electrons transfer in S. oneidensis MR-1.,37,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Water-Research\NII5DGFH\ZOT-NII5DGFH-JSKN6AAN-FIG5-P7.png,1612,1219,0857e3f814ce02add38d5f2fb828bd97b27cec030b1dc84e101b8e77754d0048,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,material_microbe_interfaces,"65.62,350.50,529.62,701.55",250,not_detected_in_caption_not_cleared,c7883c2f336e55e6fd33de000a06866b4500c8dd970dee0775a2456d1653352f
ZOT-U5V9QN8E-KN6CU9V7-FIG7-P7,zotero_pdf,U5V9QN8E,KN6CU9V7,Water Research,core,Self-regenerable bio-hybrid with biogenic ferrous sulfide nanoparticles for treating high-concentration chromium-containing wastewater,2021,10.1016/j.watres.2021.117731,Figure 7,7,"Fig. 7. Schematic diagram of Cr(VI) reduction by pure cells (A) and the bio-hybrid (B). EM, extracellular medium; OM, outer membrane; PM, periplasm; IM, inner membrane; MQ/ MQH2, the oxidized / reduced form of menaquinone.",37,conceptual_overview,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Water-Research\U5V9QN8E\ZOT-U5V9QN8E-KN6CU9V7-FIG7-P7.png,1279,709,0b95efb75f6a1983989a2a8ddc7ab2d8f7721338d5d75c6ac7761e76fc55b51e,not_verified_private_reference_only,false,true,complete,"Private reference only; caption-based selection; verify against source PDF. Source PDF and rendered crop visually compared 2026-09-11: full figure, matching caption, readable resolution, useful schematic or integrated layout. Private use only; rights not cleared.",environmental_microbiology_engineering,"113.64,51.42,481.64,255.32",250,not_detected_in_caption_not_cleared,6b59c3644398bc8866dba5f7de113b67171930d1df9b25b484a2afabcf7a6b54
ZOT-XKIAABQD-JDV5UULN-FIG4-P6,zotero_pdf,XKIAABQD,JDV5UULN,Bioresource Technology,secondary,Metabolic alteration of Methylococcus capsulatus str. Bath during a microbial gas-phase reaction,2021,10.1016/j.biortech.2021.125002,Figure 4,6,"Fig. 4. Traditional overview of the central carbon metabolism of Methylococcus capsulatus (Bath). The central carbon metabolism of M. capsulatus (Bath) was described as being limited to the RuMP cycle, the TCA cycle, and an incomplete serine cycle.",37,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Bioresource-Technology\XKIAABQD\ZOT-XKIAABQD-JDV5UULN-FIG4-P6.png,1448,1123,591257d4e47844f3c9f6f3ac9c8917982bf6bb4e5e919b73929044f54c497aa2,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;environmental_microbiology_engineering,"89.21,53.11,505.76,376.25",250,not_detected_in_caption_not_cleared,03feded2f9579c8c74c20e6fadbc34f787c3c7bd6ccfbf2c5f29e2229019bbf0
ZOT-ZEMR5578-MVJMFUN7-FIGGA-P1,zotero_pdf,ZEMR5578,MVJMFUN7,ISME Communications,other,Ferrihydrite-mediated methanotrophic nitrogen fixation in paddy soil under hypoxia,2024,10.1093/ismeco/ycae030,Graphical abstract,1,Graphical abstract; complete region between explicit graphical-abstract heading and next section.,37,graphical_abstract,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\ISME-Communications\ZEMR5578\ZOT-ZEMR5578-MVJMFUN7-FIGGA-P1.png,1049,736,d4b6f8089524441ecf27af955b425a80eb2fbd01708b7c704337e51a861ac247,not_verified_private_reference_only,false,true,complete,"Private reference only; caption-based selection; verify against source PDF. Source PDF and rendered crop visually compared 2026-09-11: full figure, matching caption, readable resolution, useful schematic or integrated layout. Private use only; rights not cleared.",methane_methanotrophy;oxygen_redox_interfaces,"45.00,467.58,347.00,679.30",250,not_detected_in_caption_not_cleared,18e70572164abf320cb0cc9db6833a17761404af7b76aab0aeb397347b37edf7
ZOT-DPTF2RKF-XBNIWI5Q-FIG5-P8,zotero_pdf,DPTF2RKF,XBNIWI5Q,Environmental Science & Technology,core,Nano-Fe3O4 Enhances the Biological Removal of Low-Concentration Methane during Long-Term Operation,2026,10.1021/acs.est.6c00879,Figure 5,8,"Figure 5. Specific methanotrophic activity, bioenergetic, and genetic analysis of the aerobic MOB consortia with and without nano-Fe3O4. (a) CH4 removal efficiency of BF1 and BF3 biosamples in sealed serum bottles under 500 ppmv CH4 across three consecutive batch cycles and (b) average CH4 removal rates derived from the batch tests. (c) Intracellular ATP and ADP concentrations and ATP/ADP ratio in BF1 and BF3 biosamples. (d) Intracellular NADH and NAD+ concentrations and NAD+/NADH ratio in BF1 and BF3 biosamples. (e) Pathway schematic with summed gene abundance for each step and (f) heatmap of key gene abundance for the complete aerobic CH4 oxidation pathway. Gene abundances represent TPM values normalized by the single-copy housekeeping gene pyrG in the metagenome, as described in Text S10. (g) Absolute quantification of pmoA and mmoX transcripts and pmoA/mmoX gene transcript ratio. (h) Summary diagram illustrating the strengthening mechanism of the MOB-Fe3O4 hybrid system.",36,integrated_mechanism,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Environmental-Science-Technology\DPTF2RKF\ZOT-DPTF2RKF-XBNIWI5Q-FIG5-P8.png,1487,1567,83a36a29b043e19a5b12a59aa521f4923c6fe06945cddbe5349ac08fadf64861,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy,"89.43,56.43,517.41,507.21",250,not_detected_in_caption_not_cleared,ab1a51f40682421fc1aa46afa952c42edd03db9ecf7d6cdb9b7c95fa15da7cc4
ZOT-TW2PI7B6-2M3TAALY-FIGGA-P1,zotero_pdf,TW2PI7B6,2M3TAALY,Environmental Science & Technology,core,Biochar-Mediated Anaerobic Oxidation of Methane,2019,10.1021/acs.est.9b01345,Graphical abstract,1,Graphical abstract; artwork adjacent to explicit abstract heading in source PDF.,35,graphical_abstract,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Environmental-Science-Technology\TW2PI7B6\ZOT-TW2PI7B6-2M3TAALY-FIGGA-P1.png,613,366,b17ee54bd1970fd7fd41f4596548000fa8894e0f7da0ec1d3fd39d8f6c84dd12,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;material_microbe_interfaces,"379.05,245.99,555.42,351.10",250,not_detected_in_caption_not_cleared,3ed5afbccee27cfd1a114061d1e7785ada1d285ee01bf1bde948ff5cb19bb80d
ZOT-VFBRUWBG-G7CGL9X7-FIG1-P2,zotero_pdf,VFBRUWBG,G7CGL9X7,ACS Central Science,other,Extracellular Electron Transfer Enables Cellular Control of Cu(I)-Catalyzed Alkyne–Azide Cycloaddition,2022,10.1021/acscentsci.1c01208,Figure 1,2,"Figure 1. S. oneidensis enables both anaerobic and aerobic CuAAC. (a) The Mtr-pathway shuttles electrons to the extracellular space, where they can reduce soluble Cu(II) in situ to Cu(I). The Cu(I) participates in CuAAC, yielding turn-on ﬂuorescence upon cycloaddition (ex. 488 nm; em. 521 nm). (b) CuAAC between 0.6 μM CalFluor 488 and 100 μM alkyne-PEG4-acid and 50 μM Cu:THPTA (1:6) in SBM. Anaerobic controls in the presence or absence of Cu:THPTA and sodium ascorbate (NaAsc, 200 μM) or S. oneidensis (MR-1, OD600 = 0.1) measured after 5 h. (c) Anerobic kinetic curves monitoring the creation of the cycloaddition product in the presence of a sodium ascorbate (NaAsc, 200 μM), S. oneidensis (MR-1, OD600 = 0.1), or E. coli MG1655 (OD600 = 0.1). (d) Kinetic curves monitoring anaerobic reactions exposed to oxygen (gray bars) before resealing and monitoring. (e) Aerobic kinetic curves monitoring the creation of the cycloaddition product in the presence of sodium ascorbate (NaAsc, 200 μM), S. oneidensis (MR-1, OD600 = 0.1), or E. coli MG1655 (OD600 = 0.1). Data represent mean ± SD of n = 3 biological replicates.",35,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\ACS-Central-Science\VFBRUWBG\ZOT-VFBRUWBG-G7CGL9X7-FIG1-P2.png,1606,966,5eb74d9623e812727d76b81f4c382eb8dcdd5adacedb0d5c8275ff7d4745c84e,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,electron_transfer;oxygen_redox_interfaces,"72.31,56.43,534.59,334.18",250,not_detected_in_caption_not_cleared,3a1363d27b91f32682b78992dd19055f3dccb52759d3072ef543df63c496dd70
ZOT-3ZNQTQ8Z-UNFHVW6W-FIG1-P2,zotero_pdf,3ZNQTQ8Z,UNFHVW6W,Applied and Environmental Microbiology,secondary,Optimization of Methanotrophic Growth and Production of Poly(3-Hydroxybutyrate) in a High-Throughput Microbioreactor System,2015,10.1128/AEM.00025-15,Figure 1,2,"FIG 1 Schematic of the gas ﬂow system used for high-throughput growth. Gas composition inside the gastight box was controlled using a constant ﬂow of gas supplied via electronic mass ﬂow controllers. Gas-permeable plate covers keep replicates separate and prevent excessive evaporation. Shaking at 225 rpm with a 2-in. radius is used to break surface tension within wells, ensuring rapid mass transfer. Temperature control is achieved using a resistance heating element attached to a variable-voltage transformer.",34,experimental_design,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Applied-and-Environmental-Microbiology\3ZNQTQ8Z\ZOT-3ZNQTQ8Z-UNFHVW6W-FIG1-P2.png,879,663,8ed5e59c620196f3d8d501736641501b921b457fcbbfb9264a2e3f9c709db005,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;environmental_microbiology_engineering,"294.73,63.90,547.73,254.54",250,not_detected_in_caption_not_cleared,03356408750e35b5178289d7bf3f5252affb48e1ba081cd538840d21da433cfb
ZOT-B7TGUF38-IMGY2MBN-FIG2-P4,zotero_pdf,B7TGUF38,IMGY2MBN,PLoS Biology,other,Genomic Insights into Methanotrophy: The Complete Genome Sequence of Methylococcus capsulatus (Bath),2004,10.1371/journal.pbio.0020303,Figure 2,4,"Figure 2. Predicted Central Metabolic Pathways of M. capsulatus Genomic information was used to predict the ﬂow of carbon from methanotrophy pathways into carbon ﬁxation pathways, and thence into glycolysis/gluconeogenesis and the TCA cycle. Locus names are indicated next to key steps. Some intermediates are omitted. DOI: 10.1371/journal.pbio.0020303.g002",34,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\PLoS-Biology\B7TGUF38\ZOT-B7TGUF38-IMGY2MBN-FIG2-P4.png,1768,1521,6d6d47e05fdd4c00699d548300f0677893d738ef0ad56b230485c2c83d9754be,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy,"41.01,48.23,550.02,485.90",250,not_detected_in_caption_not_cleared,7444fda4946138cf95507d1192e8a5d25477dec12e5c2ecef8707947ba9e9b8e
ZOT-BSV4JMQQ-RTP7Q3IV-FIG6-P8,zotero_pdf,BSV4JMQQ,RTP7Q3IV,Environmental Science & Technology,core,Cadmium-Induced Responses and Tolerance Mechanisms of Aerobic Methanotrophs in Rice Paddy Soils,2025,10.1021/acs.est.5c00031,Figure 6,8,Figure 6. Speculative Cd tolerance mechanism of methanotrophs in rice paddy soils.,33,microbial_interaction,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Environmental-Science-Technology\BSV4JMQQ\ZOT-BSV4JMQQ-RTP7Q3IV-FIG6-P8.png,855,680,c1742b1c3853412070ceea734fab4d91796a1dca2901563de894239765732c36,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy,"48.44,56.43,294.49,251.86",250,not_detected_in_caption_not_cleared,6ccf462a3ca2e8fd86e5a35add59b1a46e0c5b2458047bab8147b9da9439771b
ZOT-PAHHNPV2-XCHSQ7TD-FIG4-P5,zotero_pdf,PAHHNPV2,XCHSQ7TD,Science Advances,secondary,Anaerobic methane oxidation coupled with denitrification mitigates soil nitrous oxide emissions,2025,,Figure 4,5,"Fig. 4. Proposed metabolic pathways of the coupling between aerobic methane oxidation and denitrification. Ru5P, ribulose-­5-­phosphate; H6P, hexulose-­6-­ phosphate; F6P, fructose-­6-­phosphate; E4P, erythrose-­4-­phosphate; STP, sedoheptulose-­7-­phosphate; R5P, ribose-­5-­phosphate; Xu5P, xylulose-­5-­phosphate; G6P, glucose-­ 6-­phosphate; The definitions of genes are listed in table S4.",32,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Science-Advances\PAHHNPV2\ZOT-PAHHNPV2-XCHSQ7TD-FIG4-P5.png,1823,1027,d178104545ce080f5df8aac7c25757b47d7480f25e4ab8b5def9cb6b8fa73379,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy,"34.76,56.74,559.33,352.29",250,not_detected_in_caption_not_cleared,3bdac3224e22c7f607764fb3c28e3cae5c1e9f9466da82187ba3639c9459290a
ZOT-VSXJGLG4-7MKUAAL7-FIG5-P9,zotero_pdf,VSXJGLG4,7MKUAAL7,Biotechnology Advances,other,Recent trends in methane to bioproduct conversion by methanotrophs,2021,10.1016/j.biotechadv.2021.107861,Figure 5,9,Fig. 5. Ectoine synthesis pathway in methanotrophic bacteria.,32,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Biotechnology-Advances\VSXJGLG4\ZOT-VSXJGLG4-7MKUAAL7-FIG5-P9.png,1116,724,a5649ec49a5c326a2c88ba787a601fe2e2dd3842b9ef13d426cb99024bf9f94b,not_verified_private_reference_only,false,true,complete,"Private reference only; caption-based selection; verify against source PDF. Source PDF and rendered crop visually compared 2026-09-11: full figure, matching caption, readable resolution, useful schematic or integrated layout. Private use only; rights not cleared.",methane_methanotrophy,"136.68,522.06,457.86,730.21",250,not_detected_in_caption_not_cleared,ef43dba2c611f97f0fbdf37d2637f6af9351536a4b9bd1ba40fec22a72033a88
