record_id,canonical_record_id,duplicate_of,library_tier,source_manifest,source_record_id,source_type,journal,year,article_title,doi,article_url,figure_id,primary_purpose_raw,primary_purpose,style_family_raw,style_family,layout_raw,layout,information_density,classification_source,topics,asset_path,sha256,source_rights_status,rights_status,rights_override,redistribution_allowed,visual_qa_status,active_eligible,retrieval_enabled,notes
ZOTERO::ZOT-3625XNU4-DIPJIBAZ-FIG6-P7,ZOTERO::ZOT-3625XNU4-DIPJIBAZ-FIG6-P7,,reference,manifests/zotero-private-manifest.csv,ZOT-3625XNU4-DIPJIBAZ-FIG6-P7,zotero_pdf,Nature Communications,2020,Genomic and enzymatic evidence of acetogenesis by anaerobic methanotrophic archaea,10.1038/s41467-020-17860-8,,Figure 6,environmental_process,environmental_process,,editorial_2d_overview,,layered_gradient,medium,inferred_from_caption,methane_methanotrophy;soluble_donors_mediators,assets/zotero/Nature-Communications/3625XNU4/ZOT-3625XNU4-DIPJIBAZ-FIG6-P7.png,a1fdf35f96ca5776ab0b58d44df602d4e0ac3ba0a4fc66b78d1da0089ff2a0e4,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-3M33NPCZ-EZYQFXX8-FIG5-P5,ZOTERO::ZOT-3M33NPCZ-EZYQFXX8-FIG5-P5,,reference,manifests/zotero-private-manifest.csv,ZOT-3M33NPCZ-EZYQFXX8-FIG5-P5,zotero_pdf,The ISME Journal,2022,Light-driven carbon dioxide reduction to methane by <i>Methanosarcina barkeri</i> in an electric syntrophic coculture,10.1038/s41396-021-01078-7,,Figure 5,microbial_interaction,microbial_interaction,,pathway_cutaway_2d,,two_organism_interaction,medium,inferred_from_caption,methane_methanotrophy;RP_carbon_fixation;microbial_cross_feeding;soluble_donors_mediators;oxygen_redox_interfaces,assets/zotero/The-ISME-Journal/3M33NPCZ/ZOT-3M33NPCZ-EZYQFXX8-FIG5-P5.png,d5e7ac2a386bce7346c62d76db35eb0bd22bb2bd17c838a689cd4aff366d51d9,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-3MNSQTVZ-9K59TG86-FIG4-P7,ZOTERO::ZOT-3MNSQTVZ-9K59TG86-FIG4-P7,,reference,manifests/zotero-private-manifest.csv,ZOT-3MNSQTVZ-9K59TG86-FIG4-P7,zotero_pdf,Bioresource Technology,2026,Synthetic microbial community drive methane oxidation coupled to Cr(VI) reduction via division of labor and extracellular electron transfer,10.1016/j.biortech.2026.134546,,Figure 4,integrated_mechanism,integrated_mechanism,,flat_2d_mechanism,,evidence_to_model,high,inferred_from_caption,methane_methanotrophy;electron_transfer;environmental_microbiology_engineering,assets/zotero/Bioresource-Technology/3MNSQTVZ/ZOT-3MNSQTVZ-9K59TG86-FIG4-P7.png,7770d817969b13e3145fb4ac7fe3c67ca088478e1d9779328af660014ca94721,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,complete,false,true,"Private reference only; caption-based selection; verify against source PDF. Source PDF and rendered crop visually compared 2026-09-11: full figure, matching caption, readable resolution, useful schematic or integrated layout. Private use only; rights not cleared."
ZOTERO::ZOT-3ZNQTQ8Z-UNFHVW6W-FIG1-P2,ZOTERO::ZOT-3ZNQTQ8Z-UNFHVW6W-FIG1-P2,,reference,manifests/zotero-private-manifest.csv,ZOT-3ZNQTQ8Z-UNFHVW6W-FIG1-P2,zotero_pdf,Applied and Environmental Microbiology,2015,Optimization of Methanotrophic Growth and Production of Poly(3-Hydroxybutyrate) in a High-Throughput Microbioreactor System,10.1128/AEM.00025-15,,Figure 1,experimental_design,experimental_design,,editorial_2d_overview,,linear_flow,medium,inferred_from_caption,methane_methanotrophy;environmental_microbiology_engineering,assets/zotero/Applied-and-Environmental-Microbiology/3ZNQTQ8Z/ZOT-3ZNQTQ8Z-UNFHVW6W-FIG1-P2.png,8ed5e59c620196f3d8d501736641501b921b457fcbbfb9264a2e3f9c709db005,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-4BFE7KNF-36SPFBUL-FIG2-P5,ZOTERO::ZOT-4BFE7KNF-36SPFBUL-FIG2-P5,,reference,manifests/zotero-private-manifest.csv,ZOT-4BFE7KNF-36SPFBUL-FIG2-P5,zotero_pdf,Water Research,2026,Revealing the mechanisms of keystone microbial assembly in a bioaugmentation strategy for anaerobic digestion of waste activated sludge,10.1016/j.watres.2026.125727,,Figure 2,metabolic_pathway,metabolic_pathway,,flat_2d_mechanism,,other,high,fallback_inference,soluble_donors_mediators;environmental_microbiology_engineering,assets/zotero/Water-Research/4BFE7KNF/ZOT-4BFE7KNF-36SPFBUL-FIG2-P5.png,8d1afb9cdbb8cb00e0f4437a6fb2a68e85335be835c75d94fa3ecce12da3843a,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-4WW3EAGK-YVETMRNQ-FIG4-P7,ZOTERO::ZOT-4WW3EAGK-YVETMRNQ-FIG4-P7,,reference,manifests/zotero-private-manifest.csv,ZOT-4WW3EAGK-YVETMRNQ-FIG4-P7,zotero_pdf,Environmental Science & Technology,2025,Iron Modulates the Growth and Activity of Nitrate-Dependent Methanotrophic Bacteria by Reprogramming Carbon Metabolism,10.1021/acs.est.5c01275,,Figure 4,comparative_perturbation,comparative_perturbation,,pathway_cutaway_2d,,mirrored_comparison,medium,inferred_from_caption,methane_methanotrophy;oxygen_redox_interfaces,assets/zotero/Environmental-Science-Technology/4WW3EAGK/ZOT-4WW3EAGK-YVETMRNQ-FIG4-P7.png,1d792b302f6e90df21689838bc129e5610e57f33a2f0e979e673ccde202aee50,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-4WW3EAGK-YVETMRNQ-FIG5-P8,ZOTERO::ZOT-4WW3EAGK-YVETMRNQ-FIG5-P8,,reference,manifests/zotero-private-manifest.csv,ZOT-4WW3EAGK-YVETMRNQ-FIG5-P8,zotero_pdf,Environmental Science & Technology,2025,Iron Modulates the Growth and Activity of Nitrate-Dependent Methanotrophic Bacteria by Reprogramming Carbon Metabolism,10.1021/acs.est.5c01275,,Figure 5,integrated_mechanism,integrated_mechanism,,flat_2d_mechanism,,evidence_to_model,high,inferred_from_caption,methane_methanotrophy,assets/zotero/Environmental-Science-Technology/4WW3EAGK/ZOT-4WW3EAGK-YVETMRNQ-FIG5-P8.png,10af92511d57a3c1fc6a2a12bc549e6faf92cb105890f9c2200b461c543160e6,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-4Y4MLDPE-LZC3NCHJ-FIG5-P6,ZOTERO::ZOT-4Y4MLDPE-LZC3NCHJ-FIG5-P6,,reference,manifests/zotero-private-manifest.csv,ZOT-4Y4MLDPE-LZC3NCHJ-FIG5-P6,zotero_pdf,Environmental Science & Technology,2025,Siderophore-Mediated Cooperation in Anammox Consortia,10.1021/acs.est.4c11142,,Figure 5,integrated_mechanism,integrated_mechanism,,flat_2d_mechanism,,evidence_to_model,high,inferred_from_caption,,assets/zotero/Environmental-Science-Technology/4Y4MLDPE/ZOT-4Y4MLDPE-LZC3NCHJ-FIG5-P6.png,7b5e66cb1ed192e1835d43e9d5a0958aa7ae09b468e6bd605e3c80e6d4f926d0,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-4Y4MLDPE-LZC3NCHJ-FIGGA-P1,ZOTERO::ZOT-4Y4MLDPE-LZC3NCHJ-FIGGA-P1,,reference,manifests/zotero-private-manifest.csv,ZOT-4Y4MLDPE-LZC3NCHJ-FIGGA-P1,zotero_pdf,Environmental Science & Technology,2025,Siderophore-Mediated Cooperation in Anammox Consortia,10.1021/acs.est.4c11142,,Graphical abstract,graphical_abstract,graphical_abstract,,editorial_2d_overview,,other,low,fallback_inference,,assets/zotero/Environmental-Science-Technology/4Y4MLDPE/ZOT-4Y4MLDPE-LZC3NCHJ-FIGGA-P1.png,bbd393dc5e0465ac529acc1849134196c2f7467a4192e040950b9b33b09220dc,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-4YYHXE4L-E2S47CMC-FIG1-P3,ZOTERO::ZOT-4YYHXE4L-E2S47CMC-FIG1-P3,,reference,manifests/zotero-private-manifest.csv,ZOT-4YYHXE4L-E2S47CMC-FIG1-P3,zotero_pdf,Trends in Microbiology,2025,Current trends in electromicrobiology of methane oxidation,10.1016/j.tim.2025.02.012,,Figure 1,electron_transfer,electron_transfer,,flat_2d_mechanism,,other,medium,fallback_inference,methane_methanotrophy;electron_transfer;soluble_donors_mediators;oxygen_redox_interfaces;environmental_microbiology_engineering,assets/zotero/Trends-in-Microbiology/4YYHXE4L/ZOT-4YYHXE4L-E2S47CMC-FIG1-P3.png,10ac8f756ebf16b71f1721dcd52b38e99702e5207c071b4eade5d5001a3004de,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-4YYHXE4L-E2S47CMC-FIG4-P7,ZOTERO::ZOT-4YYHXE4L-E2S47CMC-FIG4-P7,,reference,manifests/zotero-private-manifest.csv,ZOT-4YYHXE4L-E2S47CMC-FIG4-P7,zotero_pdf,Trends in Microbiology,2025,Current trends in electromicrobiology of methane oxidation,10.1016/j.tim.2025.02.012,,Figure 4,environmental_process,environmental_process,,editorial_2d_overview,,layered_gradient,high,inferred_from_caption,methane_methanotrophy;microbial_cross_feeding;electron_transfer;oxygen_redox_interfaces;material_microbe_interfaces;environmental_microbiology_engineering,assets/zotero/Trends-in-Microbiology/4YYHXE4L/ZOT-4YYHXE4L-E2S47CMC-FIG4-P7.png,4ee9e4a499aaf24bd2e2fcff3a6508d6cad1e423d4a8eeaf49d0ac9c36902451,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-5I7WJUY6-ZXE2T9QH-FIG1-P3,ZOTERO::ZOT-5I7WJUY6-ZXE2T9QH-FIG1-P3,,reference,manifests/zotero-private-manifest.csv,ZOT-5I7WJUY6-ZXE2T9QH-FIG1-P3,zotero_pdf,Nature Communications,2024,Methanogenesis in the presence of oxygenic photosynthetic bacteria may contribute to global methane cycle,10.1038/s41467-024-50108-3,,Figure 1,microbial_interaction,microbial_interaction,,flat_2d_mechanism,,layered_gradient,low,inferred_from_caption,methane_methanotrophy;microbial_cross_feeding;oxygen_redox_interfaces,assets/zotero/Nature-Communications/5I7WJUY6/ZOT-5I7WJUY6-ZXE2T9QH-FIG1-P3.png,0bc49dff01f718017f12f4fd5f4d4ffb74aeb6cd56b61e0d5acf7df668c38247,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-5IMTSNH8-MTCJDYR6-FIG12-P20,ZOTERO::ZOT-5IMTSNH8-MTCJDYR6-FIG12-P20,,reference,manifests/zotero-private-manifest.csv,ZOT-5IMTSNH8-MTCJDYR6-FIG12-P20,zotero_pdf,Chemical Reviews,2025,Toward Next-Generation Semiartificial Photosynthesis: Multidisciplinary Engineering of Biohybrid Systems,10.1021/acs.chemrev.5c00658,,Figure 12,electron_transfer,electron_transfer,,pathway_cutaway_2d,,layered_gradient,high,inferred_from_caption,RP_carbon_fixation;soluble_donors_mediators;oxygen_redox_interfaces;material_microbe_interfaces,assets/zotero/Chemical-Reviews/5IMTSNH8/ZOT-5IMTSNH8-MTCJDYR6-FIG12-P20.png,2971499e021c187d78c04ffc4c42ea77462abcd755f14b0829194dfdee3faaf8,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Third-party reproduction/adaptation credit detected; public reuse prohibited pending review. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-5IMTSNH8-MTCJDYR6-FIG19-P33,ZOTERO::ZOT-5IMTSNH8-MTCJDYR6-FIG19-P33,,reference,manifests/zotero-private-manifest.csv,ZOT-5IMTSNH8-MTCJDYR6-FIG19-P33,zotero_pdf,Chemical Reviews,2025,Toward Next-Generation Semiartificial Photosynthesis: Multidisciplinary Engineering of Biohybrid Systems,10.1021/acs.chemrev.5c00658,,Figure 19,conceptual_overview,conceptual_overview,,editorial_2d_overview,,other,low,fallback_inference,material_microbe_interfaces,assets/zotero/Chemical-Reviews/5IMTSNH8/ZOT-5IMTSNH8-MTCJDYR6-FIG19-P33.png,bd55439d6b2b341201f0ad1ec0ecf8580d9a61e4be658decb124c08766f9e5a6,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-5WCM662A-TN6H4PYG-FIG7-P8,ZOTERO::ZOT-5WCM662A-TN6H4PYG-FIG7-P8,,reference,manifests/zotero-private-manifest.csv,ZOT-5WCM662A-TN6H4PYG-FIG7-P8,zotero_pdf,Environmental Science & Technology,2025,Temperature-Dependent Regulation of Denitrification Intermediates in High-Temperature Ecosystems,10.1021/acs.est.5c00174,,Figure 7,comparative_perturbation,comparative_perturbation,,flat_2d_mechanism,,mirrored_comparison,medium,inferred_from_caption,environmental_microbiology_engineering,assets/zotero/Environmental-Science-Technology/5WCM662A/ZOT-5WCM662A-TN6H4PYG-FIG7-P8.png,ceba32d69cdd47c6bacee3894a1d07fd3da80db55601871b95ea26503c301d38,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-5WCM662A-TN6H4PYG-FIGGA-P1,ZOTERO::ZOT-5WCM662A-TN6H4PYG-FIGGA-P1,,reference,manifests/zotero-private-manifest.csv,ZOT-5WCM662A-TN6H4PYG-FIGGA-P1,zotero_pdf,Environmental Science & Technology,2025,Temperature-Dependent Regulation of Denitrification Intermediates in High-Temperature Ecosystems,10.1021/acs.est.5c00174,,Graphical abstract,graphical_abstract,graphical_abstract,,editorial_2d_overview,,other,low,fallback_inference,,assets/zotero/Environmental-Science-Technology/5WCM662A/ZOT-5WCM662A-TN6H4PYG-FIGGA-P1.png,daf7d45056fa58269e7e5578ae5498a3c32654ad55bc21da1681c19a66452abb,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-5ZKWZC43-WU27BGWS-FIG2-P3,ZOTERO::ZOT-5ZKWZC43-WU27BGWS-FIG2-P3,,reference,manifests/zotero-private-manifest.csv,ZOT-5ZKWZC43-WU27BGWS-FIG2-P3,zotero_pdf,Chemical Reviews,2024,Direct Methane Oxidation by Copper- and Iron-Dependent Methane Monooxygenases,10.1021/acs.chemrev.3c00727,,Figure 2,conceptual_overview,conceptual_overview,,pathway_cutaway_2d,,other,medium,fallback_inference,methane_methanotrophy;soluble_donors_mediators;oxygen_redox_interfaces,assets/zotero/Chemical-Reviews/5ZKWZC43/ZOT-5ZKWZC43-WU27BGWS-FIG2-P3.png,f0bad9b0a97dbd82e4a189d6b1564b039919a0d61334122404e1c82aebaddfa3,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-5ZKWZC43-WU27BGWS-FIG24-P21,ZOTERO::ZOT-5ZKWZC43-WU27BGWS-FIG24-P21,,reference,manifests/zotero-private-manifest.csv,ZOT-5ZKWZC43-WU27BGWS-FIG24-P21,zotero_pdf,Chemical Reviews,2024,Direct Methane Oxidation by Copper- and Iron-Dependent Methane Monooxygenases,10.1021/acs.chemrev.3c00727,,Figure 24,electron_transfer,electron_transfer,,flat_2d_mechanism,,other,medium,fallback_inference,methane_methanotrophy;electron_transfer;oxygen_redox_interfaces,assets/zotero/Chemical-Reviews/5ZKWZC43/ZOT-5ZKWZC43-WU27BGWS-FIG24-P21.png,16b4140428dce4d48b27072f6e6fa53d9f051413dd96ece9bba134ba4968d67e,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Third-party reproduction/adaptation credit detected; public reuse prohibited pending review. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-66J4LWIV-E9BLC7MK-FIG3-P6,ZOTERO::ZOT-66J4LWIV-E9BLC7MK-FIG3-P6,,reference,manifests/zotero-private-manifest.csv,ZOT-66J4LWIV-E9BLC7MK-FIG3-P6,zotero_pdf,Nature Reviews Microbiology,2022,Electromicrobiology: the ecophysiology of phylogenetically diverse electroactive microorganisms,10.1038/s41579-021-00597-6,,Figure 3,electron_transfer,electron_transfer,,pathway_cutaway_2d,,other,medium,fallback_inference,electron_transfer;environmental_microbiology_engineering,assets/zotero/Nature-Reviews-Microbiology/66J4LWIV/ZOT-66J4LWIV-E9BLC7MK-FIG3-P6.png,aa02ec9c7e49329e19ead3f97ce3c916ba2a8d0ffe624ec2c1f11cd37950694d,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,complete,false,true,"Private reference only; caption-based selection; verify against source PDF. Source PDF and rendered crop visually compared 2026-09-11: full figure, matching caption, readable resolution, useful schematic or integrated layout. Private use only; rights not cleared."
ZOTERO::ZOT-6EIAJMRK-BL2SNCPV-FIG3-P5,ZOTERO::ZOT-6EIAJMRK-BL2SNCPV-FIG3-P5,,reference,manifests/zotero-private-manifest.csv,ZOT-6EIAJMRK-BL2SNCPV-FIG3-P5,zotero_pdf,Frontiers in Microbiology,2021,"Methanotrophs: Discoveries, Environmental Relevance, and a Perspective on Current and Future Applications",10.3389/fmicb.2021.678057,,Figure 3,environmental_process,environmental_process,,editorial_2d_overview,,layered_gradient,medium,inferred_from_caption,methane_methanotrophy;environmental_microbiology_engineering,assets/zotero/Frontiers-in-Microbiology/6EIAJMRK/ZOT-6EIAJMRK-BL2SNCPV-FIG3-P5.png,6d31830176c68b4ad9b41858f60b4bff5c9cea4c905e615ec7963d21621aa6fd,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-6EIAJMRK-BL2SNCPV-FIG8-P17,ZOTERO::ZOT-6EIAJMRK-BL2SNCPV-FIG8-P17,,reference,manifests/zotero-private-manifest.csv,ZOT-6EIAJMRK-BL2SNCPV-FIG8-P17,zotero_pdf,Frontiers in Microbiology,2021,"Methanotrophs: Discoveries, Environmental Relevance, and a Perspective on Current and Future Applications",10.3389/fmicb.2021.678057,,Figure 8,environmental_process,environmental_process,,editorial_2d_overview,,layered_gradient,medium,inferred_from_caption,methane_methanotrophy;environmental_microbiology_engineering,assets/zotero/Frontiers-in-Microbiology/6EIAJMRK/ZOT-6EIAJMRK-BL2SNCPV-FIG8-P17.png,463adade3e64a3fad1b3c545ce00e4b0d7c87d2ebfdaa71484f50ca6ff6cf98e,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-6NV7H8SC-8ARZXCQK-FIG2-P5,ZOTERO::ZOT-6NV7H8SC-8ARZXCQK-FIG2-P5,,reference,manifests/zotero-private-manifest.csv,ZOT-6NV7H8SC-8ARZXCQK-FIG2-P5,zotero_pdf,Nature Communications,2026,Methanoperedenaceae archaea: a 20-year research journey,10.1038/s41467-026-69699-0,,Figure 2,electron_transfer,electron_transfer,,flat_2d_mechanism,,other,medium,fallback_inference,methane_methanotrophy;electron_transfer;soluble_donors_mediators;environmental_microbiology_engineering,assets/zotero/Nature-Communications/6NV7H8SC/ZOT-6NV7H8SC-8ARZXCQK-FIG2-P5.png,0216c557433b97e139909b3a72625e0219c30789c1b7bf36531a500fbd8dae39,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-6T7CNEB4-HEUWDX89-FIG6-P11,ZOTERO::ZOT-6T7CNEB4-HEUWDX89-FIG6-P11,,reference,manifests/zotero-private-manifest.csv,ZOT-6T7CNEB4-HEUWDX89-FIG6-P11,zotero_pdf,Angewandte Chemie International Edition,2026,Periplasmic FeS Electron Conduits: Tuning Electrocoupling and Respiratory Dehalogenation in a Synthetic Consortium,10.1002/anie.4522602,,Figure 6,multiscale_schematic,electron_transfer,,flat_2d_mechanism,,other,medium,fallback_inference,electron_transfer,assets/zotero/Angewandte-Chemie-International-Edition/6T7CNEB4/ZOT-6T7CNEB4-HEUWDX89-FIG6-P11.png,43ef42161990175de86046b1d02bc23d15a3f7fdada980643392c7d076799e45,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-76D7M9IR-7HDP65DC-FIG1-P3,ZOTERO::ZOT-76D7M9IR-7HDP65DC-FIG1-P3,,reference,manifests/zotero-private-manifest.csv,ZOT-76D7M9IR-7HDP65DC-FIG1-P3,zotero_pdf,Nature Communications,2013,Highly efficient methane biocatalysis revealed in a methanotrophic bacterium,10.1038/ncomms3785,,Figure 1,metabolic_pathway,metabolic_pathway,,flat_2d_mechanism,,other,high,fallback_inference,methane_methanotrophy;soluble_donors_mediators;oxygen_redox_interfaces,assets/zotero/Nature-Communications/76D7M9IR/ZOT-76D7M9IR-7HDP65DC-FIG1-P3.png,f1e42e1a444e50c94977c46e5d1347bbfa3b157ebe76cefb0f08bcc131ba7220,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,complete,false,true,"Private reference only; caption-based selection; verify against source PDF. Source PDF and rendered crop visually compared 2026-09-11: full figure, matching caption, readable resolution, useful schematic or integrated layout. Private use only; rights not cleared."
ZOTERO::ZOT-7ND8V73J-RZE7UZEQ-FIG5-P4,ZOTERO::ZOT-7ND8V73J-RZE7UZEQ-FIG5-P4,,reference,manifests/zotero-private-manifest.csv,ZOT-7ND8V73J-RZE7UZEQ-FIG5-P4,zotero_pdf,Nano Today,2023,Effective photocatalytic methane oxidation over the TiO2/methanotrophs system,10.1016/j.nantod.2023.101938,,Figure 5,electron_transfer,electron_transfer,,flat_2d_mechanism,,other,medium,fallback_inference,methane_methanotrophy;electron_transfer;oxygen_redox_interfaces,assets/zotero/Nano-Today/7ND8V73J/ZOT-7ND8V73J-RZE7UZEQ-FIG5-P4.png,f5b201a6510ef53021d4689efdade2e5ec9717ed4714b53a1b788e60d2156427,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-8UQKG5QR-8IBESLUP-FIG6-P8,ZOTERO::ZOT-8UQKG5QR-8IBESLUP-FIG6-P8,,reference,manifests/zotero-private-manifest.csv,ZOT-8UQKG5QR-8IBESLUP-FIG6-P8,zotero_pdf,Nature Communications,2024,Persistent activity of aerobic methane-oxidizing bacteria in anoxic lake waters due to metabolic versatility,10.1038/s41467-024-49602-5,,Figure 6,environmental_process,environmental_process,,editorial_2d_overview,,layered_gradient,high,inferred_from_caption,methane_methanotrophy;oxygen_redox_interfaces;environmental_microbiology_engineering,assets/zotero/Nature-Communications/8UQKG5QR/ZOT-8UQKG5QR-8IBESLUP-FIG6-P8.png,f9e45953cb710bbc76960dae3a0b4d40d9f509fca677724bec5922bdafdb9de3,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
ZOTERO::ZOT-95FUY4BW-IVHLV7KG-FIGGA-P1,ZOTERO::ZOT-95FUY4BW-IVHLV7KG-FIGGA-P1,,reference,manifests/zotero-private-manifest.csv,ZOT-95FUY4BW-IVHLV7KG-FIGGA-P1,zotero_pdf,Environmental Science & Technology,2024,Methane-Driven Perchlorate Reduction by a Microbial Consortium,10.1021/acs.est.4c04439,,Graphical abstract,graphical_abstract,graphical_abstract,,editorial_2d_overview,,other,low,fallback_inference,methane_methanotrophy;environmental_microbiology_engineering,assets/zotero/Environmental-Science-Technology/95FUY4BW/ZOT-95FUY4BW-IVHLV7KG-FIGGA-P1.png,255d0e0516fd33ed4d920a1d1b0bfdceb64505fa1d2b53e5a14d8238c494cf7a,not_verified_private_reference_only,user_confirmed_redistribution_permission,registry-reference-authorization-2026-09-13,true,pending_manual_qa,false,true,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.
